436,097	431,618
431,537	434,563
439,164	437,610
432,046	440,470
446,145	443,557
441,572	446,506
453,638	449,643
458,078	452,816
444,851	455,682
464,843	458,889
463,898	462,027
468,513	465,205
457,597	468,120
464,650	471,124
464,762	474,081
470,773	477,107
473,005	480,126
486,911	483,366
483,033	486,479
483,643	489,554
480,440	492,515
497,658	495,762
495,009	498,906
494,782	501,994
507,508	505,278
500,543	508,374
503,982	511,486
518,210	514,824
517,556	518,095
514,338	521,250
517,732	524,419
531,818	527,810
527,178	531,057
530,427	534,313
526,038	537,429
534,864	540,666
543,709	544,021
550,313	547,451
538,162	550,587
545,473	553,813
562,721	557,322
563,116	560,782
560,368	564,132
558,133	567,383
565,534	570,723
563,077	573,960
573,404	577,344
581,207	580,824
576,707	584,159
587,047	587,641
590,014	591,122
594,418	594,633
601,540	598,224
591,999	601,570
592,436	604,868
606,362	608,381
603,582	611,782
612,524	615,301
609,893	618,709
611,995	622,101
622,116	625,633
618,328	629,032
636,111	632,721
630,150	636,232
629,670	639,675
631,731	643,099
646,799	646,760
641,018	650,247
649,519	653,841
665,178	657,681
657,164	661,301
663,660	664,987
673,173	668,798
678,726	672,655
679,399	676,462
673,508	680,089
677,887	683,741
677,551	687,324
680,192	690,897
699,857	694,794
704,160	698,712
689,442	702,275
698,230	705,949
703,372	709,661
713,231	713,504
722,311	717,460
721,681	721,337
713,579	724,990
724,581	728,796
721,684	732,480
725,713	736,180
746,380	740,221
733,435	743,941
748,207	747,887
749,983	751,801
761,540	755,875
748,260	759,620
755,140	763,436
756,138	767,205
760,191	770,988
768,262	774,864
785,857	779,020
785,326	783,095
782,329	787,043
780,891	790,894
791,361	794,885
795,676	798,892
804,325	803,000
799,344	806,941
807,759	810,979
819,817	815,185
816,410	819,253
820,055	823,323
833,782	827,593
822,365	831,566
840,186	835,821
840,196	840,004
848,279	844,275
837,432	848,259
846,122	852,345
855,192	856,539
847,714	860,513
866,123	864,780
871,052	869,071
876,203	873,390
863,666	877,389
874,030	881,521
875,678	885,614
887,632	889,870
900,337	894,303
888,743	898,432
902,071	902,752
904,624	907,047
912,037	911,415
917,339	915,811
911,167	920,011
910,566	924,125
920,706	928,366
923,890	932,595
940,271	937,073
934,595	941,363
933,390	945,553
946,962	949,937
940,554	954,119
949,077	958,394
959,758	962,805
957,110	967,086
974,554	971,636
967,126	975,962
969,593	980,260
974,379	984,576
993,676	989,196
1000,103	993,864
990,298	998,258
1005,814	1002,881
995,695	1007,226
1015,105	1011,875
1004,393	1016,233
1022,945	1020,880
1022,249	1025,433
1032,474	1030,107
1027,009	1034,594
1039,298	1039,243
1036,345	1043,753
1043,291	1048,321
1043,407	1052,812
1047,891	1057,311
1059,861	1061,966
1066,885	1066,678
1066,451	1071,300
1078,729	1076,083
1071,034	1080,632
1088,322	1085,440
1094,131	1090,280
1096,318	1095,079
1101,975	1099,906
1095,912	1104,530
1107,054	1109,292
1117,147	1114,169
1116,159	1118,942
1118,708	1123,682
1125,937	1128,480
1127,207	1133,220
1125,930	1137,851
1144,000	1142,755
1149,124	1147,675
1139,472	1152,319
1149,999	1157,087
1154,830	1161,866
1170,071	1166,860
1171,413	1171,795
1170,942	1176,633
1167,475	1181,318
1174,848	1186,064
1182,494	1190,876
1192,704	1195,804
1188,956	1200,571
1199,648	1205,463
1211,667	1210,506
1218,099	1215,587
1214,534	1220,509
1228,281	1225,615
1234,878	1230,762
1226,302	1235,651
1225,217	1240,430
1249,669	1245,606
1242,571	1250,551
1250,362	1255,562
1245,251	1260,383
1255,356	1265,317
1257,170	1270,197
1274,692	1275,336
1279,625	1280,481
1277,002	1285,484
1290,603	1290,666
1292,571	1295,796
1291,572	1300,815
1303,883	1305,987
1301,784	1311,026
1303,651	1316,012
1320,067	1321,231
1320,390	1326,365
1334,122	1331,679
1331,445	1336,846
1337,324	1342,037
1343,540	1347,259
1353,015	1352,575
1360,832	1357,951
1366,302	1363,340
1360,456	1368,520
1363,355	1373,665
1375,566	1378,957
1378,203	1384,208
1385,887	1389,516
1387,026	1394,753
1395,761	1400,068
1389,967	1405,174
1399,694	1410,380
1400,406	1415,505
1415,401	1420,834
1421,780	1426,193
1424,356	1431,507
1431,863	1436,874
1439,839	1442,303
1434,571	1447,531
1442,472	1452,821
1459,257	1458,346
1463,288	1463,853
1467,508	1469,345
1474,258	1474,873
1467,441	1480,169
1486,339	1485,742
1475,501	1491,002
1495,041	1496,551
1505,759	1502,213
1493,445	1507,533
1506,706	1513,018
1512,769	1518,524
1525,552	1524,183
1530,418	1529,838
1520,018	1535,187
1525,515	1540,548
1537,645	1546,050
1541,953	1551,538
1542,574	1556,940
1558,954	1562,566
1569,862	1568,306
1569,100	1573,930
1567,257	1579,417
1583,889	1585,132
1584,515	1590,757
1586,782	1596,327
1590,187	1601,863
1593,740	1607,368
1615,915	1613,211
1621,285	1619,056
1628,230	1624,934
1622,039	1630,586
1627,854	1636,251
1627,767	1641,812
1636,491	1647,443
1639,937	1653,041
1651,125	1658,757
1667,752	1664,698
1665,819	1670,495
1673,705	1676,344
1681,013	1682,232
1686,628	1688,126
1680,309	1693,789
1702,228	1699,782
1694,788	1705,522
1711,149	1711,480
1714,791	1717,403
1714,509	1723,215
1729,220	1729,211
1726,946	1735,056
1732,342	1740,902
1747,170	1746,934
1738,069	1752,679
1756,006	1758,672
1761,776	1764,672
1761,948	1770,567
1769,585	1776,507
1774,190	1782,430
1775,159	1788,264
1783,194	1794,151
1784,009	1799,947
1808,722	1806,123
1805,289	1812,122
1815,386	1818,212
1811,083	1824,107
1815,696	1829,986
1823,212	1835,905
1840,610	1842,059
1847,528	1848,239
1857,575	1854,507
1855,713	1860,626
1856,074	1866,641
1874,568	1872,912
1880,681	1879,191
1882,821	1885,401
1891,600	1891,671
1895,414	1897,905
1892,713	1903,973
1895,309	1909,981
1907,131	1916,113
1912,773	1922,244
1920,232	1928,411
1932,188	1934,701
1930,222	1940,840
1946,338	1947,184
1946,167	1953,411
1958,214	1959,762
1953,549	1965,907
1970,301	1972,270
1967,313	1978,460
1981,384	1984,814
1992,407	1991,271
1990,839	1997,581
1991,835	2003,796
2010,437	2010,264
2002,202	2016,453
2023,631	2022,952
2016,763	2029,198
2032,356	2035,638
2035,964	2042,032
2051,336	2048,613
2045,495	2054,961
2049,865	2061,280
2061,834	2067,719
2061,116	2074,027
2065,295	2080,301
2078,930	2086,730
2080,575	2093,073
2102,120	2099,725
2104,796	2106,310
2106,258	2112,806
2103,065	2119,120
2122,987	2125,711
2131,501	2132,350
2126,803	2138,777
2147,799	2145,501
2149,356	2152,134
2149,270	2158,645
2161,255	2165,274
2158,388	2171,726
2181,352	2178,512
2175,840	2185,068
2193,548	2191,853
2201,065	2198,664
2191,089	2205,156
2200,313	2211,710
2208,361	2218,303
2222,177	2225,047
2220,185	2231,630
2240,655	2238,496
2228,613	2245,001
2245,685	2251,722
2257,236	2258,549
2261,202	2265,330
2272,966	2272,220
2270,674	2278,941
2275,341	2285,631
2290,157	2292,490
2293,323	2299,287
2288,840	2305,873
2309,586	2312,745
2317,088	2319,640
2312,329	2326,317
2321,999	2333,061
2334,554	2339,929
2330,436	2346,590
2340,875	2353,334
2359,586	2360,323
2361,810	2367,229
2375,002	2374,270
2375,586	2381,194
2376,150	2388,004
2377,423	2394,713
2389,458	2401,536
2396,341	2408,368
2408,857	2415,321
2419,448	2422,357
2423,840	2429,351
2423,748	2436,215
2434,993	2443,175
2435,432	2450,016
2457,058	2457,157
2456,670	2464,161
2469,461	2471,289
2479,917	2478,494
2474,382	2485,459
2489,702	2492,598
2482,279	2499,461
2491,933	2506,387
2504,952	2513,441
2510,686	2520,479
2516,081	2527,494
2532,506	2534,704
2539,276	2541,916
2538,205	2548,976
2543,623	2556,013
2562,156	2563,285
2566,728	2570,515
2579,087	2577,857
2585,273	2585,188
2578,388	2592,250
2593,050	2599,471
2605,897	2606,812
2606,522	2614,033
2613,206	2621,253
2617,852	2628,432
2634,448	2635,806
2635,470	2643,065
2650,601	2650,490
2652,108	2657,810
2661,288	2665,177
2660,344	2672,391
2664,062	2679,545
2675,661	2686,794
2681,213	2694,020
2686,982	2701,226
2694,063	2708,438
2714,721	2715,923
2724,762	2723,470
2716,338	2730,715
2725,578	2738,007
2739,368	2745,436
2735,708	2752,657
2761,987	2760,261
2765,567	2767,798
2761,045	2775,109
2768,578	2782,432
2787,621	2789,995
2780,485	2797,280
2790,063	2804,618
2806,132	2812,136
2804,546	2819,485
2813,776	2826,880
2833,105	2834,519
2836,876	2842,093
2849,189	2849,771
2843,383	2857,195
2850,712	2864,625
2872,557	2872,348
2880,593	2880,089
2879,237	2887,662
2894,800	2895,403
2885,664	2902,822
2897,912	2910,345
2920,761	2918,179
2926,151	2925,976
2926,931	2933,647
2937,932	2941,394
2934,366	2948,928
2951,911	2956,669
2962,830	2964,482
2972,537	2972,345
2970,963	2980,032
2983,094	2987,817
2993,078	2995,657
2986,247	3003,217
3003,452	3010,977
3012,085	3018,763
3028,132	3026,723
3033,682	3034,646
3024,225	3042,239
3050,131	3050,201
3046,696	3057,949
3057,095	3065,759
3062,664	3073,535
3064,850	3081,210
3073,208	3088,906
3083,842	3096,669
3102,649	3104,659
3097,725	3112,405
3115,356	3120,355
3123,909	3128,327
3120,046	3136,077
3141,609	3144,107
3141,567	3151,989
3147,389	3159,841
3160,214	3167,799
3158,216	3175,571
3178,511	3183,598
3181,998	3191,546
3195,511	3199,614
3195,634	3207,536
3208,596	3215,566
3210,567	3223,487
3222,777	3231,502
3225,817	3239,428
3247,480	3247,634
3248,544	3255,711
3260,851	3263,881
3262,083	3271,926
3281,557	3280,206
3281,494	3288,333
3288,066	3296,440
3296,618	3304,565
3305,463	3312,715
3322,603	3321,051
3319,738	3329,180
3337,976	3337,517
3339,581	3345,733
3350,169	3354,006
3345,684	3362,039
3368,579	3370,373
3367,533	3378,533
3385,110	3386,889
3387,711	3395,142
3402,218	3403,529
3393,684	3411,594
3408,461	3419,799
3417,113	3428,022
3421,543	3436,180
3440,640	3444,562
3438,871	3452,755
3452,186	3461,058
3455,583	3469,274
3466,749	3477,557
3470,113	3485,753
3495,706	3494,300
3497,225	3502,721
3503,604	3511,112
3508,569	3519,445
3512,455	3527,701
3520,725	3535,965
3533,538	3544,328
3550,746	3552,874
3546,695	3561,184
3559,208	3569,585
3567,125	3577,986
3580,761	3586,500
3579,686	3594,835
3602,168	3603,458
3600,685	3611,893
3607,856	3620,313
3627,181	3628,956
3632,961	3637,555
3633,776	3646,011
3643,882	3654,509
3656,920	3663,106
3666,315	3671,729
3666,703	3680,201
3680,812	3688,792
3686,145	3697,330
3705,822	3706,096
3698,007	3714,548
3708,236	3723,042
3719,078	3731,592
3741,441	3740,424
3741,975	3749,103
3750,860	3757,797
3764,440	3766,598
3767,002	3775,287
3766,137	3783,798
3786,009	3792,541
3792,947	3801,259
3797,699	3809,908
3808,763	3818,615
3821,121	3827,403
3834,797	3836,299
3827,594	3844,888
3836,368	3853,489
3851,256	3862,223
3857,194	3870,911
3867,115	3879,632
3881,204	3888,468
3896,589	3897,444
3901,822	3906,358
3900,559	3915,081
3918,772	3924,001
3919,911	3932,778
3942,365	3941,834
3943,588	3950,747
3945,308	3959,529
3964,134	3968,518
3961,994	3977,299
3980,736	3986,284
3995,296	3995,390
3989,782	4004,220
4010,874	4013,300
4022,899	4022,449
4018,960	4031,353
4032,501	4040,357
4043,664	4049,414
4044,839	4058,326
4059,767	4067,366
4060,551	4076,253
4077,015	4085,299
4082,695	4094,288
4091,921	4103,292
4112,310	4112,529
4107,065	4121,493
4131,460	4130,769
4137,877	4140,002
4133,776	4148,983
4146,952	4158,055
4162,503	4167,265
4165,828	4176,369
4176,057	4185,506
4184,299	4194,635
4201,060	4203,924
4207,208	4213,162
4212,887	4222,341
4218,729	4231,464
4223,728	4240,515
4234,191	4249,602
4258,113	4258,991
4259,349	4268,230
4275,976	4277,625
4277,198	4286,871
4283,196	4296,062
4302,264	4305,458
4309,641	4314,825
4322,394	4324,269
4314,720	4333,387
4328,067	4342,597
4340,425	4351,878
4349,180	4361,159
4351,882	4370,319
4379,347	4379,848
4385,397	4389,320
4387,699	4398,662
4404,000	4408,150
4418,182	4417,743
4420,495	4427,203
4436,345	4436,801
4428,006	4446,056
4443,645	4455,446
4458,023	4464,943
4459,243	4474,288
4465,949	4483,590
4489,300	4493,177
4484,150	4502,485
4503,769	4512,004
4522,498	4521,715
4520,702	4531,211
4536,417	4540,839
4538,037	4550,321
4542,434	4559,712
4552,899	4569,133
4561,228	4578,540
4588,401	4588,307
4588,164	4597,888
4607,932	4607,679
4611,357	4617,358
4616,963	4626,967
4637,205	4636,795
4632,334	4646,345
4643,443	4655,936
4659,063	4665,654
4659,692	4675,205
4674,631	4684,870
4675,496	4694,371
4700,784	4704,192
4695,879	4713,734
4722,837	4723,628
4724,386	4733,369
4736,454	4743,166
4733,635	4752,724
4761,962	4762,661
4763,357	4772,442
4766,137	4782,094
4785,949	4791,956
4791,508	4801,743
4799,518	4811,506
4813,147	4821,354
4828,428	4831,319
4822,970	4840,992
4831,346	4850,648
4841,532	4860,322
4856,791	4870,115
4877,330	4880,128
4886,180	4890,131
4893,591	4900,093
4904,376	4910,082
4902,570	4919,849
4917,735	4929,732
4927,355	4939,619
4939,644	4949,563
4951,156	4959,547
4963,585	4969,590
4974,107	4979,654
4983,666	4989,718
4997,554	4999,868
5002,676	5009,931
